year,date,tournament,h_team,a_team,h_elo,a_elo,h_score,a_score,location,neutral,,,,,,,,,,,,
2021,May 27,Friendly,Turkey,Azerbaijan,1808,1372,2,1,in Turkey,No,,,,,,,,,,,,No
2021,May 28,Friendly,Italy,San Marino,2009,828,7,0,in Italy,No,,,,,,,,,,,,No
2021,May 28,Friendly,Bahrain,Malaysia,1563,1193,2,0,in Bahrain,No,,,,,,,,,,,,No
2021,May 28,World Cup and Asian Cup qualifier,Japan,Myanmar,1758,1047,10,0,in Japan,No,,,,,,,,,,,,No
2021,May 29,Friendly,Thailand,Tajikistan,1352,1248,2,2,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,May 29,Friendly,Sweden,Finland,1840,1708,2,0,in Sweden,No,,,,,,,,,,,,No
2021,May 29,Friendly,Oman,Indonesia,1499,1108,3,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,May 29,Friendly,Mexico,Iceland,1924,1604,2,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,May 29,Friendly,Iraq,Nepal,1628,907,6,2,in Iraq,No,,,,,,,,,,,,No
2021,May 29,Friendly,Singapore,Afghanistan,1159,1146,1,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,May 30,Friendly,Uzbekistan,Thailand,1551,1349,4,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,May 30,Friendly,Switzerland,United States,1886,1766,2,1,in Switzerland,No,,,,,,,,,,,,No
2021,May 30,Friendly,Northern Ireland,Malta,1565,1227,3,0,in Austria,Yes,,,,,,,,,,,,Yes
2021,May 30,World Cup and Asian Cup qualifier,China,Guam,1460,734,7,0,in China,No,,,,,,,,,,,,No
2021,May 31,Friendly,Turkey,Guinea,1809,1438,0,0,in Turkey,No,,,,,,,,,,,,No
2021,May 31,Friendly,Jordan,Vietnam,1473,1408,1,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 1,Friendly,Poland,Russia,1808,1737,1,1,in Poland,No,,,,,,,,,,,,No
2021,June 1,Friendly,North Macedonia,Slovenia,1600,1614,1,1,in North Macedonia,No,,,,,,,,,,,,No
2021,June 1,Friendly,Kosovo,San Marino,1483,828,4,1,in Kosovo,No,,,,,,,,,,,,No
2021,June 1,Friendly,Croatia,Armenia,1835,1579,1,1,in Croatia,No,,,,,,,,,,,,No
2021,June 1,Friendly,Slovakia,Bulgaria,1655,1499,1,1,in Austria,Yes,,,,,,,,,,,,Yes
2021,June 1,Baltic Cup,Lithuania,Estonia,1359,1361,0,1,in Lithuania,No,,,,,,,,,,,,No
2021,June 2,Friendly,Romania,Georgia,1646,1513,1,2,in Romania,No,,,,,,,,,,,,No
2021,June 2,Friendly,Norway,Luxembourg,1749,1393,1,0,in Spain,Yes,,,,,,,,,,,,Yes
2021,June 2,Friendly,Netherlands,Scotland,1954,1666,2,2,in Portugal,Yes,,,,,,,,,,,,Yes
2021,June 2,Friendly tournament,Mozambique,Lesotho,1258,1291,5,0,in Mozambique,No,,,,,,,,,,,,No
2021,June 2,Friendly,France,Wales,2083,1845,3,0,in France,No,,,,,,,,,,,,No
2021,June 2,Friendly,England,Austria,1978,1755,1,0,in England,No,,,,,,,,,,,,No
2021,June 2,Friendly,Denmark,Germany,1972,1934,1,1,in Austria,Yes,,,,,,,,,,,,Yes
2021,June 2,Friendly,Bosnia and Herzegovina,Montenegro,1635,1530,0,0,in Bosnia and Herzegovina,No,,,,,,,,,,,,No
2021,June 2,Friendly,Belarus,Azerbaijan,1508,1371,1,2,in Belarus,No,,,,,,,,,,,,No
2021,June 2,World Cup qualifier,Puerto Rico,Bahamas,996,877,7,0,in Puerto Rico,No,,,,,,,,,,,,No
2021,June 2,World Cup qualifier,Montserrat,US Virgin Islands,894,678,4,0,in the Dominican Republic,Yes,,,,,,,,,,,,Yes
2021,June 2,World Cup qualifier,Dominica,Anguilla,1013,568,3,0,in the Dominican Republic,No,,,,,,,,,,,,No
2021,June 2,World Cup qualifier,Cuba,British Virgin Islands,1253,607,5,0,in Guatemala,Yes,,,,,,,,,,,,Yes
2021,June 2,World Cup qualifier,Cayman Islands,Aruba,908,881,1,3,in the United States,Yes,,,,,,,,,,,,Yes
2021,June 3,World Cup and Asian Cup qualifier,United Arab Emirates,Malaysia,1451,1191,4,0,in the United Arab Emirates,No,,,,,,,,,,,,No
2021,June 3,World Cup and Asian Cup qualifier,Qatar,India,1646,1192,1,0,in Qatar,No,,,,,,,,,,,,No
2021,June 3,World Cup and Asian Cup qualifier,Palestine,Singapore,1396,1159,4,0,in Saudi Arabia,Yes,,,,,,,,,,,,Yes
2021,June 3,World Cup and Asian Cup qualifier,Taiwan,Nepal,942,907,0,2,in Kuwait,Yes,,,,,,,,,,,,Yes
2021,June 3,World Cup and Asian Cup qualifier,Kuwait,Australia,1406,1712,0,3,in Kuwait,No,,,,,,,,,,,,No
2021,June 3,World Cup and Asian Cup qualifier,Iran,Hong Kong,1766,1170,3,1,in Bahrain,Yes,,,,,,,,,,,,Yes
2021,June 3,World Cup and Asian Cup qualifier,Thailand,Indonesia,1341,1105,2,2,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 3,World Cup and Asian Cup qualifier,Bahrain,Cambodia,1565,837,8,0,in Bahrain,No,,,,,,,,,,,,No
2021,June 3,World Cup and Asian Cup qualifier,Afghanistan,Bangladesh,1146,840,1,1,in Qatar,Yes,,,,,,,,,,,,Yes
2021,June 3,Friendly,Ukraine,Northern Ireland,1810,1569,1,0,in Ukraine,No,,,,,,,,,,,,No
2021,June 3,Friendly,Turkey,Moldova,1800,1209,2,0,in Germany,Yes,,,,,,,,,,,,Yes
2021,June 3,Friendly,Switzerland,Liechtenstein,1890,1100,7,0,in Switzerland,No,,,,,,,,,,,,No
2021,June 3,Friendly,Belgium,Greece,2107,1639,1,1,in Belgium,No,,,,,,,,,,,,No
2021,June 3,Friendly,Andorra,Ireland,1030,1614,1,4,in Andorra,No,,,,,,,,,,,,No
2021,June 3,Friendly,Algeria,Mauritania,1742,1378,4,1,in Algeria,No,,,,,,,,,,,,No
2021,June 3,CONCACAF Nations League,United States,Honduras,1762,1604,1,0,in the United States,No,,,,,,,,,,,,No
2021,June 3,CONCACAF Nations League,Mexico,Costa Rica,1927,1622,0,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,June 3,World Cup qualifier,Uruguay,Paraguay,1954,1769,0,0,in Uruguay,No,,,,,,,,,,,,No
2021,June 3,World Cup qualifier,Peru,Colombia,1793,1896,0,3,in Peru,No,,,,,,,,,,,,No
2021,June 3,World Cup qualifier,Bolivia,Venezuela,1578,1801,3,1,in Bolivia,No,,,,,,,,,,,,No
2021,June 3,World Cup qualifier,Argentina,Chile,1991,1816,1,1,in Argentina,No,,,,,,,,,,,,No
2021,June 4,World Cup and Asian Cup qualifier,Syria,Maldives,1474,947,4,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 4,Friendly,Spain,Portugal,2036,2035,0,0,in Spain,No,,,,,,,,,,,,No
2021,June 4,Friendly,Slovenia,Gibraltar,1616,1088,6,0,in Slovenia,No,,,,,,,,,,,,No
2021,June 4,Friendly,Rwanda,Central African Republic,1302,1310,2,0,in Rwanda,No,,,,,,,,,,,,No
2021,June 4,Friendly,North Macedonia,Kazakhstan,1598,1352,4,0,in North Macedonia,No,,,,,,,,,,,,No
2021,June 4,Friendly,Kosovo,Malta,1483,1223,2,1,in Austria,Yes,,,,,,,,,,,,Yes
2021,June 4,Friendly,Italy,Czechia,2009,1769,4,0,in Italy,No,,,,,,,,,,,,No
2021,June 4,Friendly,Hungary,Cyprus,1746,1368,1,0,in Hungary,No,,,,,,,,,,,,No
2021,June 4,Friendly,Finland,Estonia,1702,1380,0,1,in Finland,No,,,,,,,,,,,,No
2021,June 4,Friendly,Faroe Islands,Iceland,1260,1601,0,1,in the Faroe Islands,No,,,,,,,,,,,,No
2021,June 4,Friendly,Nigeria,Cameroon,1690,1550,0,1,in Austria,Yes,,,,,,,,,,,,Yes
2021,June 4,Baltic Cup,Latvia,Lithuania,1268,1340,3,1,in Latvia,No,,,,,,,,,,,,No
2021,June 4,World Cup qualifier,Suriname,Bermuda,1325,1285,6,0,in Suriname,No,,,,,,,,,,,,No
2021,June 4,World Cup qualifier,Saint Kitts and Nevis,Guyana,1226,1207,3,0,in Saint Kitts and Nevis,No,,,,,,,,,,,,No
2021,June 4,World Cup qualifier,Guatemala,Saint Vincent and the Grenadines,1494,1172,10,0,in Guatemala,No,,,,,,,,,,,,No
2021,June 4,World Cup qualifier,Dominican Republic,Barbados,1185,1105,1,1,in the Dominican Republic,No,,,,,,,,,,,,No
2021,June 4,World Cup qualifier,Antigua and Barbuda,Grenada,1153,1207,1,0,in Antigua and Barbuda,No,,,,,,,,,,,,No
2021,June 4,World Cup qualifier,Nicaragua,Belize,1215,1146,3,0,in Nicaragua,No,,,,,,,,,,,,No
2021,June 4,World Cup qualifier,Brazil,Ecuador,2136,1828,2,0,in Brazil,No,,,,,,,,,,,,No
2021,June 5,World Cup and Asian Cup qualifier,South Korea,Turkmenistan,1758,1264,5,0,in South Korea,No,,,,,,,,,,,,No
2021,June 5,World Cup and Asian Cup qualifier,Saudi Arabia,Yemen,1575,1207,3,0,in Saudi Arabia,No,,,,,,,,,,,,No
2021,June 5,World Cup and Asian Cup qualifier,Lebanon,Sri Lanka,1386,660,3,2,in South Korea,Yes,,,,,,,,,,,,Yes
2021,June 5,Friendly,Wales,Albania,1841,1552,0,0,in Wales,No,,,,,,,,,,,,No
2021,June 5,Friendly,Tunisia,Democratic Republic of Congo,1646,1482,1,0,in Tunisia,No,,,,,,,,,,,,No
2021,June 5,Friendly,Guinea,Togo,1447,1278,0,2,in Turkey,Yes,,,,,,,,,,,,Yes
2021,June 5,Friendly,Sweden,Armenia,1846,1587,3,1,in Sweden,No,,,,,,,,,,,,No
2021,June 5,Friendly,Senegal,Zambia,1726,1492,3,1,in Senegal,No,,,,,,,,,,,,No
2021,June 5,Friendly,Russia,Bulgaria,1742,1503,1,0,in Russia,No,,,,,,,,,,,,No
2021,June 5,Friendly,Montenegro,Israel,1535,1592,1,3,in Montenegro,No,,,,,,,,,,,,No
2021,June 5,Friendly,Ivory Coast,Burkina Faso,1638,1557,2,1,in Ivory Coast,No,,,,,,,,,,,,No
2021,June 5,Friendly,Gambia,Niger,1362,1256,2,0,in Turkey,Yes,,,,,,,,,,,,Yes
2021,June 5,Friendly tournament,Lesotho,Eswatini,1267,1121,0,1,in Mozambique,Yes,,,,,,,,,,,,Yes
2021,June 5,World Cup qualifier,US Virgin Islands,El Salvador,661,1467,0,7,in the US Virgin Islands,No,,,,,,,,,,,,No
2021,June 5,World Cup qualifier,Turks and Caicos Islands,Haiti,780,1560,0,10,in Turks and Caicos Islands,No,,,,,,,,,,,,No
2021,June 5,World Cup qualifier,Panama,Anguilla,1544,563,13,0,in Panama,No,,,,,,,,,,,,No
2021,June 5,World Cup qualifier,Curaçao,British Virgin Islands,1435,605,8,0,in Guatemala,Yes,,,,,,,,,,,,Yes
2021,June 5,World Cup qualifier,Canada,Aruba,1613,913,7,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,June 5,World Cup qualifier,Bahamas,Trinidad and Tobago,857,1353,0,0,in the Bahamas,No,,,,,,,,,,,,No
2021,June 6,Friendly,Netherlands,Georgia,1947,1529,3,0,in the Netherlands,No,,,,,,,,,,,,No
2021,June 6,Friendly,Moldova,Azerbaijan,1208,1387,1,0,in Moldova,No,,,,,,,,,,,,No
2021,June 6,Friendly,Luxembourg,Scotland,1391,1673,0,1,in Luxembourg,No,,,,,,,,,,,,No
2021,June 6,Friendly,Norway,Greece,1751,1648,1,2,in Spain,Yes,,,,,,,,,,,,Yes
2021,June 6,Friendly,England,Romania,1981,1630,1,0,in England,No,,,,,,,,,,,,No
2021,June 6,Friendly,Denmark,Bosnia and Herzegovina,1971,1630,2,0,in Denmark,No,,,,,,,,,,,,No
2021,June 6,Friendly,Belgium,Croatia,2098,1827,1,0,in Belgium,No,,,,,,,,,,,,No
2021,June 6,Friendly,Austria,Slovakia,1752,1651,0,0,in Austria,No,,,,,,,,,,,,No
2021,June 6,Friendly,Algeria,Mali,1744,1556,1,0,in Algeria,No,,,,,,,,,,,,No
2021,June 6,CONCACAF Nations League,Costa Rica,Honduras,1636,1597,2,2,in the United States,Yes,,,,,,,,,,,,Yes
2021,June 6,CONCACAF Nations League,United States,Mexico,1769,1913,3,2,in the United States,No,,,,,,,,,,,,No
2021,June 7,World Cup and Asian Cup qualifier,Vietnam,Indonesia,1410,1117,4,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 7,World Cup and Asian Cup qualifier,Uzbekistan,Singapore,1559,1144,5,0,in Saudi Arabia,Yes,,,,,,,,,,,,Yes
2021,June 7,World Cup and Asian Cup qualifier,United Arab Emirates,Thailand,1459,1329,3,1,in the United Arab Emirates,No,,,,,,,,,,,,No
2021,June 7,World Cup and Asian Cup qualifier,Syria,Guam,1477,733,3,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 7,World Cup and Asian Cup qualifier,Qatar,Oman,1648,1502,1,0,in Qatar,No,,,,,,,,,,,,No
2021,June 7,World Cup and Asian Cup qualifier,Kyrgyzstan,Mongolia,1270,729,0,1,in Japan,Yes,,,,,,,,,,,,Yes
2021,June 7,World Cup and Asian Cup qualifier,Jordan,Nepal,1471,940,3,0,in Kuwait,Yes,,,,,,,,,,,,Yes
2021,June 7,World Cup and Asian Cup qualifier,Japan,Tajikistan,1759,1251,4,1,in Japan,No,,,,,,,,,,,,No
2021,June 7,World Cup and Asian Cup qualifier,Iraq,Cambodia,1628,836,4,1,in Bahrain,Yes,,,,,,,,,,,,Yes
2021,June 7,World Cup and Asian Cup qualifier,India,Bangladesh,1190,854,2,0,in Qatar,Yes,,,,,,,,,,,,Yes
2021,June 7,World Cup and Asian Cup qualifier,China,Philippines,1461,1152,2,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 7,World Cup and Asian Cup qualifier,Bahrain,Iran,1566,1768,0,3,in Bahrain,No,,,,,,,,,,,,No
2021,June 7,World Cup and Asian Cup qualifier,Australia,Taiwan,1728,909,5,1,in Kuwait,Yes,,,,,,,,,,,,Yes
2021,June 7,Friendly,Ukraine,Cyprus,1812,1367,4,0,in Ukraine,No,,,,,,,,,,,,No
2021,June 7,Friendly,Rwanda,Central African Republic,1313,1299,5,0,in Rwanda,No,,,,,,,,,,,,No
2021,June 7,Friendly,Serbia,Jamaica,1799,1574,1,1,in Japan,Yes,,,,,,,,,,,,Yes
2021,June 7,Friendly,Germany,Latvia,1935,1289,7,1,in Germany,No,,,,,,,,,,,,No
2021,June 7,Friendly,Faroe Islands,Liechtenstein,1256,1100,5,1,in the Faroe Islands,No,,,,,,,,,,,,No
2021,June 7,Friendly,Andorra,Gibraltar,1028,1087,0,0,in Andorra,No,,,,,,,,,,,,No
2021,June 8,Friendly,Spain,Lithuania,2033,1319,4,0,in Spain,No,,,,,,,,,,,,No
2021,June 8,Friendly,Senegal,Cape Verde,1730,1448,2,0,in Senegal,No,,,,,,,,,,,,No
2021,June 8,Friendly,Poland,Iceland,1803,1605,2,2,in Poland,No,,,,,,,,,,,,No
2021,June 8,Friendly tournament,Mozambique,Eswatini,1282,1142,1,1,in Mozambique,No,,,,,,,,,,,,No
2021,June 8,Friendly,Morocco,Ghana,1673,1609,1,0,in Morocco,No,,,,,,,,,,,,No
2021,June 8,Friendly,Hungary,Ireland,1747,1616,0,0,in Hungary,No,,,,,,,,,,,,No
2021,June 8,Friendly,Kosovo,Guinea,1487,1425,1,2,in Turkey,Yes,,,,,,,,,,,,Yes
2021,June 8,Friendly,Gambia,Togo,1373,1300,1,0,in Turkey,Yes,,,,,,,,,,,,Yes
2021,June 8,Friendly,France,Bulgaria,2087,1501,3,0,in France,No,,,,,,,,,,,,No
2021,June 8,Friendly,Czechia,Albania,1764,1560,3,1,in Czechia,No,,,,,,,,,,,,No
2021,June 8,Friendly,Nigeria,Cameroon,1676,1564,0,0,in Austria,Yes,,,,,,,,,,,,Yes
2021,June 8,Friendly,Benin,Zambia,1465,1488,2,2,in Benin,No,,,,,,,,,,,,No
2021,June 8,World Cup qualifier,Trinidad and Tobago,Saint Kitts and Nevis,1337,1249,2,0,in the Dominican Republic,Yes,,,,,,,,,,,,Yes
2021,June 8,World Cup qualifier,Guyana,Puerto Rico,1184,1016,0,2,in Saint Kitts and Nevis,Yes,,,,,,,,,,,,Yes
2021,June 8,World Cup qualifier,Panama,Dominican Republic,1544,1175,3,0,in Panama,No,,,,,,,,,,,,No
2021,June 8,World Cup qualifier,Haiti,Nicaragua,1562,1234,1,0,in Haiti,No,,,,,,,,,,,,No
2021,June 8,World Cup qualifier,Grenada,Montserrat,1190,911,1,2,in Grenada,No,,,,,,,,,,,,No
2021,June 8,World Cup qualifier,El Salvador,Antigua and Barbuda,1469,1170,3,0,in El Salvador,No,,,,,,,,,,,,No
2021,June 8,World Cup qualifier,Curaçao,Guatemala,1436,1503,0,0,in Curaçao,No,,,,,,,,,,,,No
2021,June 8,World Cup qualifier,Cuba,Saint Vincent and the Grenadines,1255,1163,1,0,in Grenada,Yes,,,,,,,,,,,,Yes
2021,June 8,World Cup qualifier,Canada,Suriname,1615,1351,4,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,June 8,World Cup qualifier,Bermuda,Cayman Islands,1259,876,1,1,in the United States,Yes,,,,,,,,,,,,Yes
2021,June 8,World Cup qualifier,Barbados,Dominica,1115,1018,1,1,in the Dominican Republic,Yes,,,,,,,,,,,,Yes
2021,June 8,World Cup qualifier,Venezuela,Uruguay,1761,1940,0,0,in Venezuela,No,,,,,,,,,,,,No
2021,June 8,World Cup qualifier,Paraguay,Brazil,1783,2141,0,2,in Paraguay,No,,,,,,,,,,,,No
2021,June 8,World Cup qualifier,Ecuador,Peru,1823,1758,1,2,in Ecuador,No,,,,,,,,,,,,No
2021,June 8,World Cup qualifier,Colombia,Argentina,1931,1978,2,2,in Colombia,No,,,,,,,,,,,,No
2021,June 8,World Cup qualifier,Chile,Bolivia,1829,1618,1,1,in Chile,No,,,,,,,,,,,,No
2021,June 9,World Cup and Asian Cup qualifier,Lebanon,Turkmenistan,1387,1261,2,3,in South Korea,Yes,,,,,,,,,,,,Yes
2021,June 9,World Cup and Asian Cup qualifier,South Korea,Sri Lanka,1761,659,5,0,in South Korea,No,,,,,,,,,,,,No
2021,June 9,Friendly,United States,Costa Rica,1792,1634,4,0,in the United States,No,,,,,,,,,,,,No
2021,June 9,Friendly,Portugal,Israel,2038,1609,4,0,in Portugal,No,,,,,,,,,,,,No
2021,June 9,Friendly,Congo,Niger,1360,1245,1,0,in Turkey,Yes,,,,,,,,,,,,Yes
2021,June 10,Friendly,South Africa,Uganda,1480,1460,3,2,in South Africa,No,,,,,,,,,,,,No
2021,June 10,Baltic Cup,Estonia,Latvia,1398,1288,2,1,in Estonia,No,,,,,,,,,,,,No
2021,June 11,World Cup and Asian Cup qualifier,Vietnam,Malaysia,1422,1183,2,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 11,World Cup and Asian Cup qualifier,Uzbekistan,Yemen,1566,1203,1,0,in Saudi Arabia,Yes,,,,,,,,,,,,Yes
2021,June 11,World Cup and Asian Cup qualifier,United Arab Emirates,Indonesia,1472,1105,5,0,in the United Arab Emirates,No,,,,,,,,,,,,No
2021,June 11,World Cup and Asian Cup qualifier,Saudi Arabia,Singapore,1579,1137,3,0,in Saudi Arabia,No,,,,,,,,,,,,No
2021,June 11,World Cup and Asian Cup qualifier,Philippines,Guam,1143,732,3,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 11,World Cup and Asian Cup qualifier,Oman,Afghanistan,1494,1132,2,1,in Qatar,Yes,,,,,,,,,,,,Yes
2021,June 11,World Cup and Asian Cup qualifier,Kyrgyzstan,Myanmar,1232,1046,8,1,in Japan,Yes,,,,,,,,,,,,Yes
2021,June 11,World Cup and Asian Cup qualifier,Kuwait,Jordan,1390,1474,0,0,in Kuwait,No,,,,,,,,,,,,No
2021,June 11,World Cup and Asian Cup qualifier,Iraq,Hong Kong,1629,1168,1,0,in Bahrain,Yes,,,,,,,,,,,,Yes
2021,June 11,World Cup and Asian Cup qualifier,Iran,Cambodia,1793,835,10,0,in Bahrain,Yes,,,,,,,,,,,,Yes
2021,June 11,World Cup and Asian Cup qualifier,China,Maldives,1470,944,5,0,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 11,World Cup and Asian Cup qualifier,Australia,Nepal,1729,937,3,0,in Kuwait,Yes,,,,,,,,,,,,Yes
2021,June 11,Friendly,Tunisia,Algeria,1650,1747,0,2,in Tunisia,No,,,,,,,,,,,,No
2021,June 11,Friendly,Sudan,Zambia,1386,1490,3,2,in Sudan,No,,,,,,,,,,,,No
2021,June 11,Friendly,Mauritania,Liberia,1376,1359,1,0,in Tunisia,Yes,,,,,,,,,,,,Yes
2021,June 11,Friendly,Kosovo,Gambia,1475,1381,1,0,in Turkey,Yes,,,,,,,,,,,,Yes
2021,June 11,Friendly,Japan,Serbia,1761,1793,1,0,in Japan,No,,,,,,,,,,,,No
2021,June 11,Friendly,Guinea,Niger,1437,1238,2,1,in Turkey,Yes,,,,,,,,,,,,Yes
2021,June 11,Friendly,Mali,Democratic Republic of Congo,1553,1478,1,1,in Tunisia,Yes,,,,,,,,,,,,Yes
2021,June 11,European Championship,Italy,Turkey,2014,1801,3,0,in Italy,No,,,,,,,,,,,,No
2021,June 12,Friendly,Morocco,Burkina Faso,1679,1552,1,0,in Morocco,No,,,,,,,,,,,,No
2021,June 12,Friendly,Mexico,Honduras,1890,1599,0,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,June 12,Friendly,Ghana,Ivory Coast,1603,1643,0,0,in Ghana,No,,,,,,,,,,,,No
2021,June 12,European Championship,Switzerland,Wales,1890,1833,1,1,in Azerbaijan,Yes,,,,,,,,,,,,Yes
2021,June 12,European Championship,Russia,Belgium,1744,2100,0,3,in Russia,No,,,,,,,,,,,,No
2021,June 12,European Championship,Denmark,Finland,1973,1684,0,1,in Denmark,No,,,,,,,,,,,,No
2021,June 12,World Cup qualifier,Saint Kitts and Nevis,El Salvador,1226,1475,0,4,in Saint Kitts and Nevis,No,,,,,,,,,,,,No
2021,June 12,World Cup qualifier,Panama,Curaçao,1548,1434,2,1,in Panama,No,,,,,,,,,,,,No
2021,June 12,World Cup qualifier,Haiti,Canada,1565,1628,0,1,in Haiti,No,,,,,,,,,,,,No
2021,June 13,World Cup and Asian Cup qualifier,South Korea,Lebanon,1761,1360,2,1,in South Korea,No,,,,,,,,,,,,No
2021,June 13,Friendly,Tanzania,Malawi,1298,1351,2,0,in Tanzania,No,,,,,,,,,,,,No
2021,June 13,Friendly,Sudan,Zambia,1396,1480,0,1,in Sudan,No,,,,,,,,,,,,No
2021,June 13,European Championship,Netherlands,Ukraine,1949,1814,3,2,in the Netherlands,No,,,,,,,,,,,,No
2021,June 13,European Championship,England,Croatia,1982,1825,1,0,in England,No,,,,,,,,,,,,No
2021,June 13,European Championship,Austria,North Macedonia,1747,1603,3,1,in Romania,Yes,,,,,,,,,,,,Yes
2021,June 13,Copa América,Colombia,Ecuador,1928,1794,1,0,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 13,Copa América,Brazil,Venezuela,2152,1765,3,0,in Brazil,No,,,,,,,,,,,,No
2021,June 14,Friendly,Libya,Liberia,1358,1349,0,1,in Tunisia,Yes,,,,,,,,,,,,Yes
2021,June 14,European Championship,Spain,Sweden,2033,1849,0,0,in Spain,No,,,,,,,,,,,,No
2021,June 14,European Championship,Poland,Slovakia,1796,1656,1,2,in Russia,Yes,,,,,,,,,,,,Yes
2021,June 14,European Championship,Scotland,Czechia,1678,1768,0,2,in Scotland,No,,,,,,,,,,,,No
2021,June 14,Copa América,Paraguay,Bolivia,1772,1632,3,1,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 14,Copa América,Argentina,Chile,1981,1815,1,1,in Brazil,Yes,,,,,,,,,,,,Yes
2021,June 15,World Cup and Asian Cup qualifier,United Arab Emirates,Vietnam,1477,1430,3,2,in the United Arab Emirates,No,,,,,,,,,,,,No
2021,June 15,World Cup and Asian Cup qualifier,Tajikistan,Myanmar,1249,1023,4,0,in Japan,Yes,,,,,,,,,,,,Yes
2021,June 15,World Cup and Asian Cup qualifier,Saudi Arabia,Uzbekistan,1582,1570,3,0,in Saudi Arabia,No,,,,,,,,,,,,No
2021,June 15,World Cup and Asian Cup qualifier,Palestine,Yemen,1411,1199,3,0,in Saudi Arabia,Yes,,,,,,,,,,,,Yes
2021,June 15,World Cup and Asian Cup qualifier,Oman,Bangladesh,1498,846,3,0,in Qatar,Yes,,,,,,,,,,,,Yes
2021,June 15,World Cup and Asian Cup qualifier,Philippines,Maldives,1149,940,1,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 15,World Cup and Asian Cup qualifier,Thailand,Malaysia,1316,1175,0,1,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 15,World Cup and Asian Cup qualifier,Kuwait,Taiwan,1389,908,2,1,in Kuwait,No,,,,,,,,,,,,No
2021,June 15,World Cup and Asian Cup qualifier,Japan,Kyrgyzstan,1769,1255,5,1,in Japan,No,,,,,,,,,,,,No
2021,June 15,World Cup and Asian Cup qualifier,Iran,Iraq,1793,1632,1,0,in Bahrain,Yes,,,,,,,,,,,,Yes
2021,June 15,World Cup and Asian Cup qualifier,Syria,China,1478,1474,1,3,in the United Arab Emirates,Yes,,,,,,,,,,,,Yes
2021,June 15,World Cup and Asian Cup qualifier,Bahrain,Hong Kong,1541,1165,4,0,in Bahrain,No,,,,,,,,,,,,No
2021,June 15,World Cup and Asian Cup qualifier,Australia,Jordan,1730,1475,1,0,in Kuwait,Yes,,,,,,,,,,,,Yes
2021,June 15,World Cup and Asian Cup qualifier,India,Afghanistan,1198,1128,1,1,in Qatar,Yes,,,,,,,,,,,,Yes
2021,June 15,Friendly,Tunisia,Mali,1635,1551,1,0,in Tunisia,No,,,,,,,,,,,,No
2021,June 15,Friendly,Djibouti,Somalia,900,921,1,0,in Djibouti,No,,,,,,,,,,,,No
2021,June 15,African Nations Cup qualifier,Benin,Sierra Leone,1463,1323,0,1,in Guinea,Yes,,,,,,,,,,,,Yes
2021,June 15,European Championship,Hungary,Portugal,1741,2040,0,3,in Hungary,No,,,,,,,,,,,,No
2021,June 15,European Championship,Germany,France,1936,2088,0,1,in Germany,No,,,,,,,,,,,,No
2021,June 15,World Cup qualifier,El Salvador,Saint Kitts and Nevis,1497,1204,2,0,in El Salvador,No,,,,,,,,,,,,No
2021,June 15,World Cup qualifier,Curaçao,Panama,1425,1557,0,0,in Curaçao,No,,,,,,,,,,,,No
2021,June 15,World Cup qualifier,Canada,Haiti,1650,1543,3,0,in the United States,Yes,,,,,,,,,,,,Yes
2021,June 16,European Championship,Wales,Turkey,1837,1789,2,0,in Azerbaijan,Yes,,,,,,,,,,,,Yes
2021,June 16,European Championship,Russia,Finland,1728,1729,1,0,in Russia,No,,,,,,,,,,,,No
2021,June 16,European Championship,Italy,Switzerland,2026,1886,3,0,in Italy,No,,,,,,,,,,,,No
2021,June 17,Friendly,Algeria,Liberia,1762,1359,5,1,in Algeria,No,,,,,,,,,,,,No
2021,June 17,European Championship,Ukraine,North Macedonia,1804,1580,2,1,in Romania,Yes,,,,,,,,,,,,Yes
2021,June 17,European Championship,Netherlands,Austria,1959,1770,2,0,in the Netherlands,No,,,,,,,,,,,,No
